respondent_id,district,poll_id,w_buyer,w_consumer,phone_type,product_preference,better_product,purchase_propensity
1472,azse,azsen-3,0.9843,0.5551,Cell,B,NA,Very likely
1473,azse,azsen-3,0.966,0.5025,Landline,B,NA,Already voted
1474,azse,azsen-3,0.7599,0.4815,Landline,B,NA,Already voted
1475,azse,azsen-3,1.7924,3.0519,Landline,B,NA,Very likely
1476,azse,azsen-3,1.037,0.6166,Cell,A,NA,Already voted
1477,azse,azsen-3,1.5667,1.8987,Cell,B,NA,Already voted
1478,azse,azsen-3,0.9825,0.77,Cell,A,NA,Very likely
1479,azse,azsen-3,1.0565,0.5544,Cell,A,NA,Already voted
1480,azse,azsen-3,0.9861,0.6606,Cell,B,NA,Almost certain
1481,azse,azsen-3,0.8734,0.7085,Cell,A,NA,Almost certain
1482,azse,azsen-3,1.0307,0.8261,Cell,A,NA,Almost certain
1483,azse,azsen-3,1.5475,1.1392,Cell,B,NA,Almost certain
1484,azse,azsen-3,0.8001,0.6408,Cell,Und,NA,Very likely
1485,azse,azsen-3,0.806,0.4595,Cell,B,NA,Almost certain
1486,azse,azsen-3,0.9144,0.5745,Landline,A,NA,Already voted
1487,azse,azsen-3,1.1242,0.6292,Cell,B,NA,Already voted
1488,azse,azsen-3,0.9057,0.638,Landline,Und,NA,Very likely
1489,azse,azsen-3,0.991,0.635,Cell,B,NA,Almost certain
1490,azse,azsen-3,0.7727,0.4586,Cell,A,NA,Already voted
1491,azse,azsen-3,0.9509,0.6641,Cell,B,NA,Very likely
1492,azse,azsen-3,1.036,0.9173,Cell,3,NA,Already voted
1493,azse,azsen-3,0.9353,0.8733,Cell,B,NA,Very likely
1494,azse,azsen-3,0.8116,0.5513,Cell,A,NA,Already voted
1495,azse,azsen-3,0.9266,0.7544,Landline,B,NA,Almost certain
1496,azse,azsen-3,1.0756,0.6701,Cell,B,NA,Already voted
1497,azse,azsen-3,0.9971,0.6438,Landline,A,NA,Almost certain
1498,azse,azsen-3,0.73,0.3956,Landline,B,NA,Almost certain
1499,azse,azsen-3,1.0785,3.1381,Cell,B,NA,Already voted
1500,azse,azsen-3,1.0609,0.846,Cell,B,NA,Already voted
1501,azse,azsen-3,0.7416,0.2854,Landline,A,NA,Almost certain
1502,azse,azsen-3,0.6861,0.3173,Cell,A,NA,Already voted
1503,azse,azsen-3,0.957,0.3869,Cell,B,NA,Almost certain
1504,azse,azsen-3,0.9125,0.557,Cell,A,NA,Almost certain
1505,azse,azsen-3,0.899,0.3746,Cell,Und,NA,Almost certain
1506,azse,azsen-3,0.8119,0.5198,Landline,B,NA,Almost certain
1507,azse,azsen-3,1.4046,2.2216,Landline,B,NA,Very likely
1508,azse,azsen-3,0.7209,0.3026,Landline,A,NA,Already voted
1509,azse,azsen-3,0.8128,0.449,Landline,B,NA,Already voted
1510,azse,azsen-3,1.0893,1.9195,Cell,A,NA,Already voted
1511,azse,azsen-3,0.8729,3.76,Landline,B,NA,Almost certain
1512,azse,azsen-3,0.7209,0.3035,Cell,B,NA,Almost certain
1513,azse,azsen-3,0.7298,0.4062,Cell,A,NA,Already voted
1514,azse,azsen-3,0.9301,4.367,Landline,B,NA,[DO NOT READ] Don't know/Refused
1515,azse,azsen-3,1.2125,0.983,Cell,B,NA,Very likely
1516,azse,azsen-3,1.2861,0.8323,Cell,B,NA,Almost certain
1517,azse,azsen-3,1.0866,0.8113,Cell,Und,NA,Almost certain
1518,azse,azsen-3,1.5343,0.7419,Landline,A,NA,Already voted
1519,azse,azsen-3,1.572,0.7751,Landline,B,NA,Almost certain
1520,azse,azsen-3,1.4806,1.0527,Cell,B,NA,Already voted
1521,azse,azsen-3,0.7247,0.7017,Cell,B,NA,Very likely
1522,azse,azsen-3,0.9379,2.3806,Cell,B,NA,Already voted
1523,azse,azsen-3,0.9342,0.5374,Cell,B,NA,Already voted
1524,azse,azsen-3,2.1283,8.5742,Cell,B,NA,Somewhat likely
1525,azse,azsen-3,0.9618,0.5633,Cell,B,NA,Almost certain
1526,azse,azsen-3,0.7646,0.4755,Cell,A,NA,Already voted
1527,azse,azsen-3,1.0432,0.7965,Cell,A,NA,Almost certain
1528,azse,azsen-3,0.7096,0.3977,Landline,Und,NA,Almost certain
1529,azse,azsen-3,0.6889,0.4302,Cell,B,NA,Almost certain
1530,azse,azsen-3,0.8982,0.4968,Cell,A,NA,Very likely
1531,azse,azsen-3,0.8076,0.4875,Cell,A,NA,Very likely
1532,azse,azsen-3,1.8252,9.0453,Cell,Und,NA,Not at all likely
1533,azse,azsen-3,0.7527,0.3802,Landline,B,NA,Already voted
1534,azse,azsen-3,1.4966,3.3418,Cell,A,NA,Almost certain
1535,azse,azsen-3,0.7749,0.5164,Landline,A,NA,Very likely
1536,azse,azsen-3,0.7949,0.4864,Landline,A,NA,Very likely
1537,azse,azsen-3,0.767,0.6082,Landline,B,NA,Almost certain
1538,azse,azsen-3,0.8152,0.5125,Cell,B,NA,Almost certain
1539,azse,azsen-3,1.0988,0.6186,Landline,A,NA,Very likely
1540,azse,azsen-3,0.8128,0.4471,Cell,B,NA,Almost certain
1541,azse,azsen-3,0.9815,0.5674,Landline,B,NA,Almost certain
1542,azse,azsen-3,0.9355,0.77,Cell,B,NA,Very likely
1543,azse,azsen-3,0.942,0.5132,Cell,B,NA,Already voted
1544,azse,azsen-3,0.7727,0.4551,Cell,A,NA,Already voted
1545,azse,azsen-3,1.5329,2.9509,Cell,A,NA,Almost certain
1546,azse,azsen-3,0.7527,0.3793,Cell,B,NA,Already voted
1547,azse,azsen-3,0.9709,0.8793,Cell,B,NA,Already voted
1548,azse,azsen-3,1.0421,0.8744,Cell,A,NA,Almost certain
1549,azse,azsen-3,0.9699,0.6084,Cell,B,NA,Not at all likely
1550,azse,azsen-3,0.8662,0.793,Cell,A,NA,Already voted
1551,azse,azsen-3,1.326,1.1435,Cell,A,NA,Already voted
1552,azse,azsen-3,1.1872,2.671,Cell,Und,NA,Almost certain
1553,azse,azsen-3,0.8991,0.6839,Cell,B,NA,Almost certain
1554,azse,azsen-3,1.2364,1.9503,Cell,B,NA,Already voted
1555,azse,azsen-3,0.9144,0.5884,Cell,B,NA,Almost certain
1556,azse,azsen-3,1.0344,0.6784,Cell,A,NA,Almost certain
1557,azse,azsen-3,1.0094,0.5723,Cell,A,NA,Already voted
1558,azse,azsen-3,0.8248,0.4477,Cell,B,NA,Almost certain
1559,azse,azsen-3,1.8773,2.3011,Cell,A,NA,Very likely
1560,azse,azsen-3,0.9699,0.6231,Cell,B,NA,Almost certain
1561,azse,azsen-3,0.7307,0.5772,Cell,B,NA,Already voted
1562,azse,azsen-3,1.3391,2.875,Cell,A,NA,Very likely
1563,azse,azsen-3,0.7922,0.8615,Cell,B,NA,Already voted
1564,azse,azsen-3,0.992,0.7251,Cell,B,NA,Very likely
1565,azse,azsen-3,0.7652,0.5385,Cell,A,NA,Almost certain
1566,azse,azsen-3,0.8991,0.561,Cell,B,NA,Very likely
1567,azse,azsen-3,1.2239,1.483,Cell,A,NA,Very likely
1568,azse,azsen-3,1.1618,4.5157,Cell,B,NA,Very likely
1569,azse,azsen-3,0.7132,0.4174,Cell,A,NA,Already voted
1570,azse,azsen-3,0.931,2.2373,Cell,A,NA,Very likely
1571,azse,azsen-3,0.8525,0.8997,Cell,Und,NA,Already voted
1572,azse,azsen-3,0.7527,0.4134,Cell,B,NA,Already voted
1573,azse,azsen-3,1.1537,1.3272,Cell,B,NA,Very likely
1574,azse,azsen-3,1.1537,1.3105,Cell,A,NA,Almost certain
1575,azse,azsen-3,0.8781,0.5795,Cell,A,NA,Almost certain
1576,azse,azsen-3,0.828,0.7555,Cell,B,NA,Almost certain
1577,azse,azsen-3,0.7408,0.405,Cell,B,NA,Already voted
1578,azse,azsen-3,1.2362,0.8221,Cell,A,NA,Almost certain
1579,azse,azsen-3,1.3988,4.138,Cell,B,NA,Somewhat likely
1580,azse,azsen-3,0.9654,4.2055,Cell,A,NA,Already voted
1581,azse,azsen-3,0.9023,0.6647,Cell,B,NA,Already voted
1582,azse,azsen-3,1.2022,0.9903,Cell,A,NA,Already voted
1583,azse,azsen-3,1.1709,0.9369,Cell,A,NA,Very likely
1584,azse,azsen-3,0.8196,0.4583,Cell,B,NA,Already voted
1585,azse,azsen-3,0.7535,0.54,Cell,B,NA,Almost certain
1586,azse,azsen-3,0.8718,0.5581,Cell,A,NA,Very likely
1587,azse,azsen-3,0.8196,0.4645,Cell,A,NA,Already voted
1588,azse,azsen-3,0.8854,0.4392,Cell,A,NA,Almost certain
1589,azse,azsen-3,1.3782,1.5155,Cell,B,NA,[DO NOT READ] Don't know/Refused
1590,azse,azsen-3,1.0685,0.7565,Cell,B,NA,Almost certain
1591,azse,azsen-3,1.1186,0.8182,Cell,B,NA,Almost certain
1592,azse,azsen-3,0.8554,0.6223,Cell,B,NA,Very likely
1593,azse,azsen-3,0.851,0.5653,Cell,A,NA,Almost certain
1594,azse,azsen-3,0.8316,1.5773,Cell,A,NA,Almost certain
1595,azse,azsen-3,1.0212,0.6804,Cell,A,NA,Already voted
1596,azse,azsen-3,0.9471,0.5552,Cell,A,NA,Almost certain
1597,azse,azsen-3,0.6412,0.4247,Cell,B,NA,Almost certain
1598,azse,azsen-3,0.7731,0.4766,Cell,A,NA,Already voted
1599,azse,azsen-3,1.161,1.2253,Cell,A,NA,Not very likely
1600,azse,azsen-3,1.0977,0.6376,Cell,A,NA,Already voted
1601,azse,azsen-3,0.7644,0.4159,Cell,A,NA,Almost certain
1602,azse,azsen-3,1.7874,1.2388,Cell,A,NA,Very likely
1603,azse,azsen-3,0.6637,0.4486,Cell,B,NA,Almost certain
1604,azse,azsen-3,0.802,0.4923,Cell,A,NA,Very likely
1605,azse,azsen-3,0.8718,0.5725,Cell,A,NA,Somewhat likely
1606,azse,azsen-3,1.0557,0.6389,Cell,A,NA,Already voted
1607,azse,azsen-3,0.8841,0.454,Cell,B,NA,Almost certain
1608,azse,azsen-3,1.046,1.7229,Cell,A,NA,Already voted
1609,ca10,ca10-3,0.7193,0.4114,Landline,B,B is Better,Almost certain
1610,ca10,ca10-3,0.5589,0.2478,Cell,A,A is Better,Already voted
1611,ca10,ca10-3,1.2748,1.5273,Landline,B,B is Better,Already voted
1612,ca10,ca10-3,1.8927,1.9024,Landline,A,A is Better,Already voted
1613,ca10,ca10-3,0.7054,0.31,Cell,B,B is Better,Almost certain
1614,ca10,ca10-3,0.985,0.8895,Cell,B,B is Better,Almost certain
1615,ca10,ca10-3,0.9422,0.494,Landline,B,B is Better,Already voted
1616,ca10,ca10-3,0.5813,1.0145,Landline,B,B is Better,Almost certain
1617,ca10,ca10-3,0.7976,0.4029,Cell,B,B is Better,Almost certain
1618,ca10,ca10-3,0.6886,0.3973,Cell,B,B is Better,Already voted
1619,ca10,ca10-3,1.0535,1.0767,Cell,B,B is Better,Almost certain
1620,ca10,ca10-3,0.7922,0.4757,Landline,B,B is Better,Very likely
1621,ca10,ca10-3,1.0505,0.5126,Cell,A,A is Better,Already voted
1622,ca10,ca10-3,0.7915,0.6442,Landline,B,B is Better,Almost certain
1623,ca10,ca10-3,0.8533,0.4436,Cell,A,Don't know,Already voted
1624,ca10,ca10-3,2.4883,7.0601,Cell,A,A is Better,Almost certain
1625,ca10,ca10-3,1.7338,1.0179,Cell,A,A is Better,Very likely
1626,ca10,ca10-3,0.7233,1.6325,Cell,B,B is Better,Very likely
1627,ca10,ca10-3,1.0172,1.0159,Cell,B,B is Better,Already voted
1628,ca10,ca10-3,1.0158,0.8836,Cell,A,A is Better,Already voted
1629,ca10,ca10-3,0.4836,0.2119,Landline,A,A is Better,Almost certain
1630,ca10,ca10-3,0.6187,0.3603,Landline,A,A is Better,Already voted
1631,ca10,ca10-3,0.4836,0.2137,Landline,A,A is Better,Very likely
1632,ca10,ca10-3,2.1629,5.9245,Cell,A,A is Better,Almost certain
1633,ca10,ca10-3,0.7523,0.4922,Cell,B,B is Better,Already voted
1634,ca10,ca10-3,0.8555,0.448,Cell,B,B is Better,Very likely
1635,ca10,ca10-3,0.6155,0.2868,Landline,B,B is Better,Almost certain
1636,ca10,ca10-3,0.6854,0.3718,Cell,B,B is Better,Almost certain
1637,ca10,ca10-3,0.9688,0.4797,Cell,B,B is Better,Already voted
1638,ca10,ca10-3,0.7057,0.4615,Landline,A,A is Better,Almost certain
1639,ca10,ca10-3,0.725,0.3874,Landline,B,B is Better,Already voted
1640,ca10,ca10-3,1.8579,0.9353,Cell,A,A is Better,Almost certain
1641,ca10,ca10-3,0.7905,0.4394,Cell,B,B is Better,Already voted
1642,ca10,ca10-3,0.7424,0.7025,Landline,A,A is Better,Almost certain
1643,ca10,ca10-3,0.4426,0.1682,Landline,Und,Don't know,[DO NOT READ] Don't know/Refused
1644,ca10,ca10-3,0.995,2.7059,Cell,B,B is Better,Almost certain
1645,ca10,ca10-3,0.8512,1.1633,Cell,B,B is Better,Almost certain
1646,ca10,ca10-3,1.214,3.0981,Cell,B,B is Better,Already voted
1647,ca10,ca10-3,1.8325,1.2179,Cell,A,A is Better,Almost certain
1648,ca10,ca10-3,1.0294,0.6799,Landline,B,B is Better,Almost certain
1649,ca10,ca10-3,0.9062,0.824,Cell,A,Don't know,Already voted
1650,ca10,ca10-3,1.7939,0.904,Cell,Und,Don't know,Very likely
1651,ca10,ca10-3,0.4059,0.1608,Landline,B,A is Better,Already voted
1652,ca10,ca10-3,1.7418,1.0689,Landline,B,B is Better,Almost certain
1653,ca10,ca10-3,0.9136,0.7042,Cell,B,B is Better,Already voted
1654,ca10,ca10-3,1.8032,1.1254,Landline,A,A is Better,Almost certain
1655,ca10,ca10-3,0.7057,0.4592,Cell,B,B is Better,Already voted
1656,ca10,ca10-3,0.955,0.739,Cell,A,A is Better,Very likely
1657,ca10,ca10-3,0.8526,0.5429,Cell,B,B is Better,Almost certain
1658,ca10,ca10-3,1.8303,0.9671,Cell,A,A is Better,Almost certain
1659,ca10,ca10-3,0.6556,0.3649,Cell,B,B is Better,Very likely
1660,ca10,ca10-3,1.7418,1.1579,Landline,B,B is Better,Very likely
1661,ca10,ca10-3,1.2608,0.55,Cell,B,B is Better,Almost certain
1662,ca10,ca10-3,0.6886,0.4224,Cell,B,B is Better,Almost certain
1663,ca10,ca10-3,1.0076,1.7698,Landline,A,A is Better,Very likely
1664,ca10,ca10-3,0.6801,0.3555,Landline,A,A is Better,Almost certain
1665,ca10,ca10-3,0.4719,0.1836,Landline,B,B is Better,Very likely
1666,ca10,ca10-3,0.4577,0.12,Landline,B,Don't know,Already voted
1667,ca10,ca10-3,0.4406,0.1931,Cell,A,A is Better,Almost certain
1668,ca10,ca10-3,0.8648,0.5156,Cell,B,B is Better,Already voted
1669,ca10,ca10-3,0.7054,0.3046,Landline,Und,B is Better,Almost certain
1670,ca10,ca10-3,0.7915,0.736,Cell,B,B is Better,Almost certain
1671,ca10,ca10-3,1.6836,2.7444,Cell,A,A is Better,Already voted
1672,ca10,ca10-3,1.5942,0.8578,Landline,B,B is Better,Almost certain
1673,ca10,ca10-3,0.6909,0.2942,Landline,B,B is Better,Very likely
1674,ca10,ca10-3,1.0242,1.906,Cell,B,B is Better,Almost certain
1675,ca10,ca10-3,0.9084,0.4602,Cell,Und,A is Better,Almost certain
1676,ca10,ca10-3,0.6063,0.3369,Cell,Und,B is Better,Very likely
1677,ca10,ca10-3,0.6236,0.3457,Landline,B,B is Better,Almost certain
1678,ca10,ca10-3,0.9329,2.5693,Cell,Und,A is Better,Somewhat likely
1679,ca10,ca10-3,0.9448,0.7703,Cell,A,A is Better,Already voted
1680,ca10,ca10-3,0.725,0.3045,Cell,B,B is Better,Already voted
1681,ca10,ca10-3,0.8555,0.4488,Cell,B,B is Better,Very likely
1682,ca10,ca10-3,0.4481,0.1894,Cell,A,B is Better,Almost certain
1683,ca10,ca10-3,0.8733,0.6291,Cell,B,B is Better,Very likely
1684,ca10,ca10-3,0.8526,0.5336,Cell,B,B is Better,Almost certain
1685,ca10,ca10-3,0.7475,0.3811,Cell,A,A is Better,Already voted
1686,ca10,ca10-3,1.1608,2.4926,Landline,A,A is Better,Very likely
1687,ca10,ca10-3,0.7775,0.5309,Landline,A,A is Better,Already voted
1688,ca10,ca10-3,0.7549,0.3725,Landline,B,B is Better,Almost certain
1689,ca10,ca10-3,1.5746,0.7702,Cell,B,B is Better,Already voted
1690,ca10,ca10-3,0.8884,0.4417,Cell,B,B is Better,Already voted
1691,ca10,ca10-3,1.3015,0.8664,Landline,B,B is Better,Very likely
1692,ca10,ca10-3,1.1608,3.1283,Cell,A,A is Better,Already voted
1693,ca10,ca10-3,0.9454,0.4006,Landline,B,B is Better,Very likely
1694,ca10,ca10-3,1.9757,0.9978,Cell,B,B is Better,Already voted
1695,ca10,ca10-3,0.6481,0.2758,Cell,A,A is Better,Almost certain
1696,ca10,ca10-3,1.0273,2.9588,Cell,B,Don't know,Very likely
1697,ca10,ca10-3,0.8033,0.7537,Cell,A,A is Better,Already voted
1698,ca10,ca10-3,1.6654,1.0955,Landline,B,Don't know,Almost certain
1699,ca10,ca10-3,0.7922,0.4963,Landline,A,Don't know,[DO NOT READ] Don't know/Refused
1700,ca10,ca10-3,1.1103,0.8428,Cell,B,B is Better,Almost certain
1701,ca10,ca10-3,0.833,0.4588,Cell,B,B is Better,Almost certain
1702,ca10,ca10-3,0.6285,0.2193,Cell,B,B is Better,Already voted
1703,ca10,ca10-3,0.488,0.1148,Landline,B,B is Better,Already voted
1704,ca10,ca10-3,0.7122,0.4443,Cell,A,A is Better,Almost certain
1705,ca10,ca10-3,0.9323,0.572,Cell,A,A is Better,Almost certain
1706,ca10,ca10-3,2.022,3.1004,Cell,Und,Don't know,Almost certain
1707,ca10,ca10-3,0.8167,0.5215,Cell,A,A is Better,Almost certain
1708,ca10,ca10-3,0.4719,0.18,Landline,B,B is Better,Almost certain
1709,ca10,ca10-3,0.9924,0.5806,Cell,A,A is Better,Almost certain
1710,ca10,ca10-3,2.4048,3.3555,Landline,A,A is Better,Somewhat likely
1711,ca10,ca10-3,1.8176,1.051,Cell,A,A is Better,Already voted
1712,ca10,ca10-3,0.7557,0.5843,Cell,A,A is Better,Almost certain
1713,ca10,ca10-3,0.7922,0.4849,Landline,B,B is Better,Very likely
1714,ca10,ca10-3,0.743,0.4701,Cell,A,A is Better,Already voted
1715,ca10,ca10-3,0.7922,0.4943,Cell,B,B is Better,Already voted
1716,ca10,ca10-3,1.3015,0.8888,Cell,B,B is Better,Almost certain
1717,ca10,ca10-3,0.7081,0.3474,Cell,A,A is Better,Almost certain
1718,ca10,ca10-3,0.6175,0.3077,Cell,B,B is Better,Already voted
1719,ca10,ca10-3,0.7122,0.4955,Cell,Und,A is Better,Almost certain
1720,ca10,ca10-3,1.0405,0.8418,Cell,A,A is Better,Already voted
1721,ca10,ca10-3,1.974,1.6557,Landline,B,B is Better,Almost certain
1722,ca10,ca10-3,0.743,0.4812,Cell,A,A is Better,Very likely
1723,ca10,ca10-3,1.1451,0.5839,Cell,A,A is Better,Very likely
1724,ca10,ca10-3,0.8018,0.4698,Cell,A,A is Better,Almost certain
1725,ca10,ca10-3,0.7145,0.1837,Landline,B,B is Better,Almost certain
1726,ca10,ca10-3,0.9643,0.7696,Cell,B,B is Better,Almost certain
1727,ca10,ca10-3,1.2403,0.7004,Cell,B,B is Better,Almost certain
1728,ca10,ca10-3,0.743,0.4613,Landline,A,A is Better,Very likely
1729,ca10,ca10-3,0.6456,0.2478,Cell,B,B is Better,Very likely
1730,ca10,ca10-3,0.7948,0.4912,Cell,B,B is Better,Already voted
1731,ca10,ca10-3,0.9688,0.4655,Landline,A,A is Better,Almost certain
1732,ca10,ca10-3,0.7922,0.4985,Landline,B,B is Better,Almost certain
1733,ca10,ca10-3,0.8577,0.6197,Cell,A,A is Better,Almost certain
1734,ca10,ca10-3,0.6686,1.3576,Cell,B,B is Better,Already voted
1735,ca10,ca10-3,0.7523,0.4915,Cell,Und,B is Better,Already voted
1736,ca10,ca10-3,0.7057,0.4722,Cell,A,A is Better,Almost certain
1737,ca10,ca10-3,0.9809,0.5162,Cell,B,B is Better,Already voted
1738,ca10,ca10-3,0.6738,0.2249,Cell,A,A is Better,Almost certain
1739,ca10,ca10-3,1.1332,1.2,Landline,Und,B is Better,Very likely
1740,ca10,ca10-3,0.5069,0.2547,Cell,A,A is Better,Almost certain
1741,ca10,ca10-3,0.5169,0.3614,Cell,B,B is Better,Almost certain
1742,ca10,ca10-3,0.6617,0.2871,Landline,A,A is Better,Almost certain
1743,ca10,ca10-3,0.9232,0.5742,Landline,A,A is Better,Very likely
1744,ca10,ca10-3,1.4298,0.6883,Landline,A,A is Better,Almost certain
1745,ca10,ca10-3,0.5582,0.2619,Cell,A,A is Better,Already voted
1746,ca10,ca10-3,0.6985,0.7785,Landline,A,A is Better,Already voted
1747,ca10,ca10-3,0.817,0.3458,Landline,A,A is Better,Very likely
1748,ca10,ca10-3,0.8514,0.8011,Landline,Und,Don't know,Almost certain
1749,ca10,ca10-3,1.0839,0.6393,Cell,B,B is Better,Almost certain
1750,ca10,ca10-3,0.9144,0.5995,Cell,B,B is Better,Almost certain
1751,ca10,ca10-3,0.725,0.3737,Landline,B,B is Better,Very likely
1752,ca10,ca10-3,1.1634,0.6421,Cell,A,A is Better,Almost certain
1753,ca10,ca10-3,0.6003,0.2696,Landline,A,A is Better,Very likely
1754,ca10,ca10-3,0.9003,0.3282,Cell,B,B is Better,Very likely
1755,ca10,ca10-3,0.6814,0.4282,Landline,A,A is Better,Already voted
1756,ca10,ca10-3,0.8323,0.6439,Cell,Und,Don't know,Very likely
1757,ca10,ca10-3,0.5738,0.1941,Cell,A,A is Better,Almost certain
1758,ca10,ca10-3,0.7993,1.4102,Landline,A,A is Better,Somewhat likely
1759,ca10,ca10-3,2.1876,1.597,Cell,A,A is Better,Very likely
1760,ca10,ca10-3,0.7244,0.4142,Landline,B,B is Better,Very likely
1761,ca10,ca10-3,1.4932,0.4575,Cell,A,A is Better,Already voted
1762,ca10,ca10-3,0.7057,0.4576,Landline,B,B is Better,Almost certain
1763,ca10,ca10-3,0.8063,1.5046,Cell,A,B is Better,Almost certain
1764,ca10,ca10-3,0.9684,0.4855,Cell,B,B is Better,Already voted
1765,ca10,ca10-3,1.1402,1.2119,Cell,A,A is Better,Very likely
1766,ca10,ca10-3,0.8174,0.4656,Cell,A,A is Better,Almost certain
1767,ca10,ca10-3,1.0162,0.6278,Landline,B,B is Better,Very likely
1768,ca10,ca10-3,0.9421,0.5227,Cell,B,B is Better,Almost certain
1769,ca10,ca10-3,0.8276,0.5247,Landline,B,B is Better,Already voted
1770,ca10,ca10-3,0.4648,0.2282,Cell,A,A is Better,Already voted
1771,ca10,ca10-3,0.8238,0.4411,Cell,A,A is Better,Almost certain
1772,ca10,ca10-3,0.9297,0.8196,Cell,B,B is Better,Already voted
1773,ca10,ca10-3,0.6928,0.1977,Landline,B,B is Better,Already voted
1774,ca10,ca10-3,2.3064,2.3782,Cell,A,A is Better,Almost certain
1775,ca10,ca10-3,0.4285,0.1576,Landline,B,B is Better,Already voted
1776,ca10,ca10-3,0.6252,0.3458,Cell,B,B is Better,Very likely
1777,ca10,ca10-3,0.4355,0.1328,Cell,A,A is Better,Already voted
1778,ca10,ca10-3,0.4019,0.1471,Landline,A,A is Better,Already voted
1779,ca10,ca10-3,0.8166,0.4897,Landline,A,A is Better,Almost certain
1780,ca10,ca10-3,1.0645,0.4224,Cell,B,B is Better,Almost certain
1781,ca10,ca10-3,0.5554,0.213,Cell,B,B is Better,Almost certain
1782,ca10,ca10-3,0.8251,0.8658,Cell,A,A is Better,Almost certain
1783,ca10,ca10-3,0.7549,0.372,Landline,B,B is Better,Very likely
1784,ca10,ca10-3,0.9809,0.5323,Cell,B,B is Better,Very likely
1785,ca10,ca10-3,0.733,3.1832,Landline,Und,B is Better,Not very likely
1786,ca10,ca10-3,0.7782,0.722,Cell,B,A is Better,Very likely
1787,ca10,ca10-3,0.992,0.5036,Cell,B,B is Better,Almost certain
1788,ca10,ca10-3,1.0329,0.5011,Cell,B,B is Better,Almost certain
1789,ca10,ca10-3,0.6909,0.2949,Cell,B,B is Better,Already voted
1790,ca10,ca10-3,0.4593,0.2194,Landline,B,B is Better,Already voted
1791,ca10,ca10-3,0.8533,0.4408,Cell,B,B is Better,Very likely
1792,ca10,ca10-3,1.0636,0.6754,Cell,B,B is Better,Already voted
1793,ca10,ca10-3,0.5132,0.2727,Cell,B,B is Better,Almost certain
1794,ca10,ca10-3,0.6175,0.3429,Cell,A,B is Better,Already voted
1795,ca10,ca10-3,0.7549,0.3702,Landline,A,B is Better,Almost certain
1796,ca10,ca10-3,0.9694,3.7368,Cell,A,A is Better,Very likely
1797,ca10,ca10-3,0.7922,0.477,Cell,B,B is Better,Already voted
1798,ca10,ca10-3,0.9842,0.5486,Cell,B,B is Better,Almost certain
1799,ca10,ca10-3,0.6854,0.508,Cell,A,A is Better,Almost certain
1800,ca10,ca10-3,0.6808,0.7281,Cell,A,A is Better,Somewhat likely
1801,ca10,ca10-3,0.6106,0.3363,Cell,A,A is Better,Almost certain
1802,ca10,ca10-3,0.9688,0.502,Cell,A,A is Better,Almost certain
1803,ca10,ca10-3,0.6909,0.2933,Landline,B,B is Better,Already voted
1804,ca10,ca10-3,0.9315,0.6327,Landline,A,A is Better,Almost certain
1805,ca10,ca10-3,0.6408,0.2305,Cell,B,B is Better,Already voted
1806,ca10,ca10-3,0.7942,0.5313,Cell,B,B is Better,Almost certain
1807,ca10,ca10-3,0.7177,0.4702,Cell,B,B is Better,Almost certain
1808,ca10,ca10-3,0.6449,0.2212,Landline,A,A is Better,Already voted
1809,ca10,ca10-3,0.7424,0.5036,Cell,A,A is Better,Almost certain
1810,ca10,ca10-3,0.4204,0.1798,Landline,A,A is Better,Almost certain
1811,ca10,ca10-3,0.6191,0.302,Landline,B,B is Better,Almost certain
1812,ca10,ca10-3,2.1544,1.1042,Cell,A,A is Better,Almost certain
1813,ca10,ca10-3,0.9305,0.4874,Cell,B,Don't know,Almost certain
1814,ca10,ca10-3,0.7236,0.3712,Cell,B,B is Better,Not very likely
1815,ca10,ca10-3,0.8723,1.192,Cell,A,A is Better,Almost certain
1816,ca10,ca10-3,0.4719,0.1785,Cell,B,B is Better,Already voted
1817,ca10,ca10-3,1.3087,5.6617,Cell,B,B is Better,Almost certain
1818,ca10,ca10-3,0.6056,0.2284,Landline,B,B is Better,Almost certain
1819,ca10,ca10-3,1.0971,0.9731,Cell,B,B is Better,Almost certain
1820,ca10,ca10-3,0.8449,0.4196,Cell,A,A is Better,Almost certain
1821,ca10,ca10-3,0.7193,0.4121,Landline,B,B is Better,Already voted
1822,ca10,ca10-3,0.9421,0.5417,Cell,B,B is Better,Very likely
1823,ca10,ca10-3,1.6786,0.8208,Cell,B,B is Better,Already voted
1824,ca10,ca10-3,0.6702,0.174,Landline,A,A is Better,Almost certain
1825,ca10,ca10-3,0.9421,0.5205,Landline,B,B is Better,Already voted
1826,ca10,ca10-3,1.2057,1.3451,Cell,B,B is Better,Almost certain
1827,ca10,ca10-3,0.4204,0.1736,Landline,A,A is Better,Almost certain
